Run npm ci --no-audit --no-fund
npm info using npm@11.13.0
npm info using node@v24.16.0
npm verbose title npm ci
npm verbose argv "ci" "--no-audit" "--no-fund"
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-4.20.10.tgz 5ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-5.21.11.tgz 6ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-6.22.12.tgz 7ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-7.23.13.tgz 8ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-8.24.14.tgz 9ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-1.25.15.tgz 10ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-2.26.16.tgz 11ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-3.27.0.tgz 12ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-4.28.1.tgz 13ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-5.29.2.tgz 14ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-6.30.3.tgz 15ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-7.0.4.tgz 16ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-8.1.5.tgz 17ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-1.2.6.tgz 18ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-2.3.7.tgz 19ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-3.4.8.tgz 20ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-4.5.9.tgz 21ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-5.6.10.tgz 22ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-6.7.11.tgz 23ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-7.8.12.tgz 24ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-8.9.13.tgz 25ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-1.10.14.tgz 26ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-2.11.15.tgz 27ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-3.12.16.tgz 28ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-4.13.0.tgz 29ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-5.14.1.tgz 30ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-6.15.2.tgz 31ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-7.16.3.tgz 32ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-8.17.4.tgz 33ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-1.18.5.tgz 34ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-2.19.6.tgz 35ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-3.20.7.tgz 36ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-4.21.8.tgz 37ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-5.22.9.tgz 38ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-6.23.10.tgz 2ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-7.24.11.tgz 3ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-8.25.12.tgz 4ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-1.26.13.tgz 5ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-2.27.14.tgz 6ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-3.28.15.tgz 7ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-4.29.16.tgz 8ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-5.30.0.tgz 9ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-6.0.1.tgz 10ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-7.1.2.tgz 11ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-8.2.3.tgz 12ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-1.3.4.tgz 13ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-2.4.5.tgz 14ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-3.5.6.tgz 15ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-4.6.7.tgz 16ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-5.7.8.tgz 17ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-6.8.9.tgz 18ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-7.9.10.tgz 19ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-8.10.11.tgz 20ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-1.11.12.tgz 21ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-2.12.13.tgz 22ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-3.13.14.tgz 23ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-4.14.15.tgz 24ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-5.15.16.tgz 25ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-6.16.0.tgz 26ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-7.17.1.tgz 27ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-8.18.2.tgz 28ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-1.19.3.tgz 29ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-2.20.4.tgz 30ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-3.21.5.tgz 31ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-4.22.6.tgz 32ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-5.23.7.tgz 33ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-6.24.8.tgz 34ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-7.25.9.tgz 35ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-8.26.10.tgz 36ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-1.27.11.tgz 37ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-2.28.12.tgz 38ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-3.29.13.tgz 2ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-4.30.14.tgz 3ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-5.0.15.tgz 4ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-6.1.16.tgz 5ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-7.2.0.tgz 6ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-8.3.1.tgz 7ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-1.4.2.tgz 8ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-2.5.3.tgz 9ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-3.6.4.tgz 10ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-4.7.5.tgz 11ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-5.8.6.tgz 12ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-6.9.7.tgz 13ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-7.10.8.tgz 14ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-8.11.9.tgz 15ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-1.12.10.tgz 16ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-2.13.11.tgz 17ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-3.14.12.tgz 18ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-4.15.13.tgz 19ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-5.16.14.tgz 20ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-6.17.15.tgz 21ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-7.18.16.tgz 22ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-8.19.0.tgz 23ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-1.20.1.tgz 24ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-2.21.2.tgz 25ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-3.22.3.tgz 26ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-4.23.4.tgz 27ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-5.24.5.tgz 28ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-6.25.6.tgz 29ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-7.26.7.tgz 30ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-8.27.8.tgz 31ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-1.28.9.tgz 32ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-2.29.10.tgz 33ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-3.30.11.tgz 34ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-4.0.12.tgz 35ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-5.1.13.tgz 36ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-6.2.14.tgz 37ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-7.3.15.tgz 38ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-8.4.16.tgz 2ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-1.5.0.tgz 3ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-2.6.1.tgz 4ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-3.7.2.tgz 5ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-4.8.3.tgz 6ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-5.9.4.tgz 7ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-6.10.5.tgz 8ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-7.11.6.tgz 9ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-8.12.7.tgz 10ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-1.13.8.tgz 11ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-2.14.9.tgz 12ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-3.15.10.tgz 13ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-4.16.11.tgz 14ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-5.17.12.tgz 15ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-6.18.13.tgz 16ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-7.19.14.tgz 17ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-8.20.15.tgz 18ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-1.21.16.tgz 19ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-2.22.0.tgz 20ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-3.23.1.tgz 21ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-4.24.2.tgz 22ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-5.25.3.tgz 23ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-6.26.4.tgz 24ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-7.27.5.tgz 25ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-8.28.6.tgz 26ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-1.29.7.tgz 27ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-2.30.8.tgz 28ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-3.0.9.tgz 29ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-4.1.10.tgz 30ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-5.2.11.tgz 31ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-6.3.12.tgz 32ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-7.4.13.tgz 33ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-8.5.14.tgz 34ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-1.6.15.tgz 35ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-2.7.16.tgz 36ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-3.8.0.tgz 37ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-4.9.1.tgz 38ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-5.10.2.tgz 2ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-6.11.3.tgz 3ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-7.12.4.tgz 4ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-8.13.5.tgz 5ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-1.14.6.tgz 6ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-2.15.7.tgz 7ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-3.16.8.tgz 8ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-4.17.9.tgz 9ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-5.18.10.tgz 10ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-6.19.11.tgz 11ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-7.20.12.tgz 12ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-8.21.13.tgz 13ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-1.22.14.tgz 14ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-2.23.15.tgz 15ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-3.24.16.tgz 16ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-4.25.0.tgz 17ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-5.26.1.tgz 18ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-6.27.2.tgz 19ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-7.28.3.tgz 20ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-8.29.4.tgz 21ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-1.30.5.tgz 22ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-2.0.6.tgz 23ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-3.1.7.tgz 24ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-4.2.8.tgz 25ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-5.3.9.tgz 26ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-6.4.10.tgz 27ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-7.5.11.tgz 28ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-8.6.12.tgz 29ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-1.7.13.tgz 30ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-2.8.14.tgz 31ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-3.9.15.tgz 32ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-4.10.16.tgz 33ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-5.11.0.tgz 34ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-6.12.1.tgz 35ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-7.13.2.tgz 36ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-8.14.3.tgz 37ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-1.15.4.tgz 38ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-2.16.5.tgz 2ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-3.17.6.tgz 3ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-4.18.7.tgz 4ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-5.19.8.tgz 5ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-6.20.9.tgz 6ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-7.21.10.tgz 7ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-8.22.11.tgz 8ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-1.23.12.tgz 9ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-2.24.13.tgz 10ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-3.25.14.tgz 11ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-4.26.15.tgz 12ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-5.27.16.tgz 13ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-6.28.0.tgz 14ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-7.29.1.tgz 15ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-8.30.2.tgz 16ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-1.0.3.tgz 17ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-2.1.4.tgz 18ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-3.2.5.tgz 19ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-4.3.6.tgz 20ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-5.4.7.tgz 21ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-6.5.8.tgz 22ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-7.6.9.tgz 23ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-8.7.10.tgz 24ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-1.8.11.tgz 25ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-2.9.12.tgz 26ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-3.10.13.tgz 27ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-4.11.14.tgz 28ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-5.12.15.tgz 29ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-6.13.16.tgz 30ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-7.14.0.tgz 31ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-8.15.1.tgz 32ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-1.16.2.tgz 33ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-2.17.3.tgz 34ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-3.18.4.tgz 35ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-4.19.5.tgz 36ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-5.20.6.tgz 37ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-6.21.7.tgz 38ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-7.22.8.tgz 2ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-8.23.9.tgz 3ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-1.24.10.tgz 4ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-2.25.11.tgz 5ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-3.26.12.tgz 6ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-4.27.13.tgz 7ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-5.28.14.tgz 8ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-6.29.15.tgz 9ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-7.30.16.tgz 10ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-8.0.0.tgz 11ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-1.1.1.tgz 12ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-2.2.2.tgz 13ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-3.3.3.tgz 14ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-4.4.4.tgz 15ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-5.5.5.tgz 16ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-6.6.6.tgz 17ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-7.7.7.tgz 18ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-8.8.8.tgz 19ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-1.9.9.tgz 20ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-2.10.10.tgz 21ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-3.11.11.tgz 22ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-4.12.12.tgz 23ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-5.13.13.tgz 24ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-6.14.14.tgz 25ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-7.15.15.tgz 26ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-8.16.16.tgz 27ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-1.17.0.tgz 28ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-2.18.1.tgz 29ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-3.19.2.tgz 30ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-4.20.3.tgz 31ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-5.21.4.tgz 32ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-6.22.5.tgz 33ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-7.23.6.tgz 34ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-8.24.7.tgz 35ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-1.25.8.tgz 36ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-2.26.9.tgz 37ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-3.27.10.tgz 38ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-4.28.11.tgz 2ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-5.29.12.tgz 3ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-6.30.13.tgz 4ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-7.0.14.tgz 5ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-8.1.15.tgz 6ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-1.2.16.tgz 7ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-2.3.0.tgz 8ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-3.4.1.tgz 9ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-4.5.2.tgz 10ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-5.6.3.tgz 11ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-6.7.4.tgz 12ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-7.8.5.tgz 13ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-8.9.6.tgz 14ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-1.10.7.tgz 15ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-2.11.8.tgz 16ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-3.12.9.tgz 17ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-4.13.10.tgz 18ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-5.14.11.tgz 19ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-6.15.12.tgz 20ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-7.16.13.tgz 21ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-8.17.14.tgz 22ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-1.18.15.tgz 23ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-2.19.16.tgz 24ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-3.20.0.tgz 25ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-4.21.1.tgz 26ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-5.22.2.tgz 27ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-6.23.3.tgz 28ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-7.24.4.tgz 29ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-8.25.5.tgz 30ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-1.26.6.tgz 31ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-2.27.7.tgz 32ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-3.28.8.tgz 33ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-4.29.9.tgz 34ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-5.30.10.tgz 35ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-6.0.11.tgz 36ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-7.1.12.tgz 37ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-8.2.13.tgz 38ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-1.3.14.tgz 2ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-2.4.15.tgz 3ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-3.5.16.tgz 4ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-4.6.0.tgz 5ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-5.7.1.tgz 6ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-6.8.2.tgz 7ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-7.9.3.tgz 8ms (cache hit)
